Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / Japan,Price / Japan,Compare At Price / Japan,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
copy-of-copy-of-draft,,,,,,,,,XL,,,White,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-copy-of-draft,,,,,,,,,XL,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-copy-of-draft,,,,,,,,,XL,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-copy-of-draft,,,,,,,,,XL,,,White,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-copy-of-draft,,,,,,,,,XL,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-copy-of-draft,,,,,,,,,XL,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-copy-of-draft,,,,,,,,,XL,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-copy-of-draft,,,,,,,,,XL,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-copy-of-draft,,,,,,,,,XL,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-copy-of-draft,,,,,,,,,XL,,,White,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,SUPER Heart Angel Wings,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Imported</li>
<li data-mce-fragment=""1"">SUPER soft touch Tee</li>
<li data-mce-fragment=""1"">4.3 oz., 60/40 combed ringspun cotton/polyester</li>
<li data-mce-fragment=""1"">Fabric laundered</li>
<li data-mce-fragment=""1"">Side seams<img src=""https://cdn.shopify.com/s/files/1/0578/2847/5068/files/Fit_Chart_480x480.jpg?v=1625705492"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0578/2847/5068/files/Fit_Chart_480x480.jpg?v=1625705492"">
</li>
</ul>",SUPER Spec.,,Clothing,"",true,Size,XS,,Color,Black,,Material,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/2847/5068/products/PhotoSep30_102219PM.png?v=1633059438,1,"",false,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
copy-of-draft,,,,,,,,,XS,,,Black,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/2847/5068/products/PhotoSep30_102707PM.png?v=1633059438,2,"",,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,Black,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,Black,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,Black,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,Black,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,Black,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,Black,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,Black,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,Black,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,White,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,White,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XS,,,White,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,Black,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,Black,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,Black,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,Black,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,Black,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,Black,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,Black,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,Black,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,Black,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,Black,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,White,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,White,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,S,,,White,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,Black,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,Black,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,Black,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,Black,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,Black,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,Black,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,Black,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,Black,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,Black,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,Black,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,White,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,White,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,M,,,White,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,Black,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,Black,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,Black,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,Black,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,Black,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,Black,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,Black,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,Black,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,Black,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,Black,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,White,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,White,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,L,,,White,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,Black,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,Black,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,Black,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,Black,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,Black,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,Black,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,Black,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,Black,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,Black,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,Black,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,White,,,Red Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,White,,,Orange Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,White,,,Yellow Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,White,,,Green Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,White,,,Blue (Light Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,White,,,Indigo (Deep Blue) Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,White,,,Violet Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,White,,,Pink Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,White,,,Silver Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-draft,,,,,,,,,XL,,,White,,,Black Holo,,,144.5825679375,,continue,manual,25.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,4 Point SUPER Star logo,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Imported</li>
<li data-mce-fragment=""1"">SUPER soft touch Tee</li>
<li data-mce-fragment=""1"">4.3 oz., 60/40 combed ringspun cotton/polyester</li>
<li data-mce-fragment=""1"">Fabric laundered</li>
<li data-mce-fragment=""1"">Side seams</li>
<li data-mce-fragment=""1"">Holographic SUPER Star on Chest, Back, and Both sleeves<br><img src=""https://cdn.shopify.com/s/files/1/0578/2847/5068/files/Fit_Chart_480x480.jpg?v=1625705492"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0578/2847/5068/files/Fit_Chart_480x480.jpg?v=1625705492""><br>
</li>
</ul>",SUPER Spec.,,Clothing,"",true,Size,XS,,Color,Black,,Material,Red Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0578/2847/5068/products/60718.jpg?v=1633070019,1,"",false,,,,,,oz,,,true,,,true,,,true,,,true,,,true,,,active
copy-of-super-butterfly-tee,,,,,,,,,XS,,,Black,,,Orange Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,Black,,,Yellow Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,Black,,,Green Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,Black,,,Blue (Light Blue) Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,Black,,,Indigo (Deep Blue) Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,Black,,,Violet Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,Black,,,Pink Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,Black,,,Silver Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,Black,,,Black Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,White,,,Red Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,White,,,Orange Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,White,,,Yellow Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,White,,,Green Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,White,,,Blue (Light Blue) Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,White,,,Indigo (Deep Blue) Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,White,,,Violet Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,White,,,Pink Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,White,,,Silver Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,XS,,,White,,,Black Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,Black,,,Red Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
copy-of-super-butterfly-tee,,,,,,,,,S,,,Black,,,Orange Holo,,"",144.5825679375,,continue,manual,20.00,,true,true,,,,,,,,,,,,,,,oz,,,,,,,,,,,,,,,,,,
